production_key,count
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::504,4
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::504|720,2
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::72,3
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::720,4
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::72|168,1
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::72|504,2
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::72|720,3
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::72|96,2
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::8,5
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::8|168,1
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::8|24,2
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::8|336,2
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::8|48,1
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::8|504,1
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::8|72,1
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::8|720,3
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::8|96,2
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::96,4
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::96|168,1
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::96|336,1
crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::96|720,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::12|24,2
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::12|336,2
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::12|48,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::12|504,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::12|72,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::12|720,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::12|96,2
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::168|336,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::168|504,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::168|720,2
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::24,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::24|168,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::24|336,2
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::24|48,6
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::24|504,3
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::24|72,3
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::336,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::336|504,3
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::336|720,3
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::48|168,5
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::48|336,2
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::48|72,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::48|720,3
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::4|12,4
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::4|168,2
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::4|24,3
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::4|336,4
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::4|48,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::4|504,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::4|72,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::4|720,2
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::4|8,4
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::4|96,5
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::504,2
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::504|720,3
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::72,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::72|168,3
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::72|336,2
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::72|720,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::72|96,4
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::8|168,2
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::8|24,3
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::8|48,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::8|504,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::8|72,2
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::8|720,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::8|96,2
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::96|168,3
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::96|336,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::96|504,1
crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::96|720,2
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12,2
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|168,4
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|24,6
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|336,4
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|48,5
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|504,3
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|72,3
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|720,2
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|96,5
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::168|336,7
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::168|504,4
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::168|720,4
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::24,2
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::24|168,7
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::24|336,6
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::24|48,3
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::24|504,6
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::24|72,5
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::24|720,4
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::24|96,6
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::336,2
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::336|504,6
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::336|720,9
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4,4
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::48,1
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::48|168,2
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::48|336,7
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::48|504,5
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::48|72,4
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::48|720,5
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::48|96,1
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|12,6
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|168,4
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|24,7
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|336,5
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|48,3
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|504,4
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|72,5
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|720,6
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|8,1
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|96,4
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::504,2
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::504|720,6
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::72,3
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::720,3
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::72|168,3
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::72|336,3
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::72|504,3
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::72|720,7
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::72|96,3
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::8,2
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::8|12,5
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::8|168,2
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::8|24,4
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::8|336,4
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::8|48,4
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::8|504,3
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::8|72,3
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::8|720,5
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::8|96,5
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::96,2
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::96|168,2
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::96|336,1
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::96|504,6
crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::96|720,6
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::12,3
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::12|168,2
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::12|24,2
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::12|336,2
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::12|48,6
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::12|504,1
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::12|72,3
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::12|720,5
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::12|96,1
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::168,4
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::168|336,4
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::168|504,2
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::168|720,1
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::24,2
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::24|168,2
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::24|336,5
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::24|48,3
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::24|504,4
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::24|72,3
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::24|720,1
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::24|96,3
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::336,5
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::336|504,5
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::336|720,4
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::4,3
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::48|168,4
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::48|336,6
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::48|504,5
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::48|72,4
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::48|720,4
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::48|96,5
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::4|12,3
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::4|168,1
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::4|24,2
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::4|336,5
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::4|48,2
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::4|504,4
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::4|720,4
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::4|8,2
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::4|96,2
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::504,2
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::504|720,4
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::72,1
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::720,1
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::72|168,4
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::72|336,4
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::72|720,4
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::72|96,3
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8,2
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8|12,4
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8|168,4
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8|24,2
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8|336,4
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8|48,4
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8|504,1
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8|720,5
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8|96,3
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::96,1
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::96|168,3
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::96|336,3
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::96|504,2
crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::96|720,3
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::12,1
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::12|168,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::12|24,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::12|336,1
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::12|504,5
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::12|72,3
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::12|720,3
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::12|96,3
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::168,5
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::168|336,4
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::168|504,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::168|720,1
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::24,1
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::24|168,1
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::24|336,3
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::24|48,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::24|504,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::24|72,5
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::24|720,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::24|96,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::336,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::336|504,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::336|720,4
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4,1
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::48,1
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::48|168,3
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::48|504,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::48|72,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::48|720,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4|12,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4|168,4
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4|24,3
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4|336,1
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4|48,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4|504,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4|72,3
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4|720,4
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4|8,5
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4|96,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::504,1
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::504|720,6
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::72,1
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::72|168,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::72|336,3
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::72|504,4
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::72|720,3
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::72|96,4
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::8,1
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::8|12,6
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::8|168,1
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::8|24,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::8|336,6
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::8|48,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::8|504,1
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::8|72,4
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::8|720,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::8|96,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::96,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::96|168,3
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::96|336,2
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::96|504,3
crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::96|720,4
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::12,1
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::12|168,4
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::12|24,1
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::12|336,3
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::12|48,1
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::12|504,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::12|72,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::12|720,4
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::12|96,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::168,1
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::168|336,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::168|504,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::168|720,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::24|168,3
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::24|48,1
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::24|504,1
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::24|72,3
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::24|720,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::24|96,3
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::336,1
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::336|504,1
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::336|720,3
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::48,1
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::48|168,1
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::48|336,1
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::48|504,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::48|72,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::48|720,3
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::48|96,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|12,4
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|168,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|24,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|336,3
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|48,4
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|504,1
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|72,6
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|720,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|8,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|96,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::504,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::504|720,1
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::720,1
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::72|168,3
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::72|336,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::72|504,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::72|720,3
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::72|96,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::8|12,4
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::8|168,1
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::8|24,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::8|336,5
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::8|48,3
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::8|504,2
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::8|72,1
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::8|720,4
crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::8|96,3
