blueprint_id,label_family,label_horizon_h,orientation_from_train,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok
a7ff7e_89ed25c2f6fd341b,L1_cross_sectional_relative_return,24,-1.0,0.3266729737529356,1.85874064632221,True
a7ff7e_89ed25c2f6fd341b,L3_liquidity_tier_relative_return,24,-1.0,0.3525321028445635,1.8077415872669949,True
a7ff7e_89ed25c2f6fd341b,L5_vol_adjusted_return,24,-1.0,0.3399228683209349,2.1140789626156713,True
a7ff7e_89ed25c2f6fd341b,L7_ranked_future_return,24,1.0,-0.7051288427338906,-3.367292312300498,False
a7ff7e_31a152b5a6d123af,L0_raw_forward_return,1,-1.0,3.7074036944846047,3.7074036944846047,True
a7ff7e_31a152b5a6d123af,L1_cross_sectional_relative_return,1,-1.0,3.707403694484605,3.707403694484605,True
a7ff7e_31a152b5a6d123af,L3_liquidity_tier_relative_return,1,-1.0,3.9121037036656103,3.9121037036656103,True
a7ff7e_31a152b5a6d123af,L5_vol_adjusted_return,1,-1.0,6.6758499540782585,6.6758499540782585,True
a7ff7e_31a152b5a6d123af,L7_ranked_future_return,1,-1.0,7.041696257502543,7.041696257502543,True
a7ff7e_31a152b5a6d123af,L0_raw_forward_return,4,-1.0,0.38914388515256254,2.3976609684666155,True
a7ff7e_31a152b5a6d123af,L1_cross_sectional_relative_return,4,-1.0,0.38914388515256243,2.397660968466615,True
a7ff7e_31a152b5a6d123af,L3_liquidity_tier_relative_return,4,-1.0,0.638531469454066,2.262075551182273,True
a7ff7e_31a152b5a6d123af,L5_vol_adjusted_return,4,-1.0,0.8526160823945341,2.3034674945928035,True
a7ff7e_31a152b5a6d123af,L7_ranked_future_return,4,-1.0,1.8882427897960161,4.094186429604916,True
a7ff7e_31a152b5a6d123af,L0_raw_forward_return,8,1.0,-1.4623242631168238,-2.480448899414558,False
a7ff7e_31a152b5a6d123af,L1_cross_sectional_relative_return,8,1.0,-1.462324263116824,-2.480448899414558,False
a7ff7e_31a152b5a6d123af,L3_liquidity_tier_relative_return,8,1.0,-1.4354867386361112,-2.304427448055912,False
a7ff7e_31a152b5a6d123af,L5_vol_adjusted_return,8,-1.0,0.6269007657003582,2.3257390719032007,True
a7ff7e_31a152b5a6d123af,L7_ranked_future_return,8,-1.0,0.962100235460413,2.682808219866048,True
a7ff7e_31a152b5a6d123af,L0_raw_forward_return,24,-1.0,0.0983863165874792,1.7687530429337301,True
a7ff7e_31a152b5a6d123af,L1_cross_sectional_relative_return,24,-1.0,0.09838631658747887,1.76875304293373,True
a7ff7e_31a152b5a6d123af,L3_liquidity_tier_relative_return,24,-1.0,0.06202369778223422,1.6720583410904188,True
a7ff7e_31a152b5a6d123af,L5_vol_adjusted_return,24,-1.0,0.012496359238265295,2.034745254587818,True
a7ff7e_31a152b5a6d123af,L7_ranked_future_return,24,1.0,-0.39834139521989886,-3.711230027245885,False
a7ff7e_81476805533d6b2f,L0_raw_forward_return,1,-1.0,3.7082178483917994,3.7082178483917994,True
a7ff7e_81476805533d6b2f,L1_cross_sectional_relative_return,1,-1.0,3.7082178483918002,3.7082178483918002,True
a7ff7e_81476805533d6b2f,L3_liquidity_tier_relative_return,1,-1.0,3.9129086623160174,3.9129086623160174,True
a7ff7e_81476805533d6b2f,L5_vol_adjusted_return,1,-1.0,6.677055460804123,6.677055460804123,True
a7ff7e_81476805533d6b2f,L7_ranked_future_return,1,-1.0,7.04825933782845,7.04825933782845,True
a7ff7e_81476805533d6b2f,L0_raw_forward_return,4,-1.0,0.38914388515256254,2.3976609684666155,True
a7ff7e_81476805533d6b2f,L1_cross_sectional_relative_return,4,-1.0,0.38914388515256243,2.397660968466615,True
a7ff7e_81476805533d6b2f,L3_liquidity_tier_relative_return,4,-1.0,0.638531469454066,2.262075551182273,True
a7ff7e_81476805533d6b2f,L5_vol_adjusted_return,4,-1.0,0.8526160823945341,2.3034674945928035,True
a7ff7e_81476805533d6b2f,L7_ranked_future_return,4,-1.0,1.8882427897960161,4.094186429604916,True
a7ff7e_81476805533d6b2f,L0_raw_forward_return,8,-1.0,0.5567741631848137,2.2797241573153624,True
a7ff7e_81476805533d6b2f,L1_cross_sectional_relative_return,8,-1.0,0.5567741631848137,2.279724157315362,True
a7ff7e_81476805533d6b2f,L3_liquidity_tier_relative_return,8,-1.0,0.5366319505789752,2.2156314814783205,True
a7ff7e_81476805533d6b2f,L5_vol_adjusted_return,8,-1.0,0.6269007657003582,2.3257390719032007,True
a7ff7e_81476805533d6b2f,L7_ranked_future_return,8,-1.0,0.962100235460413,2.682808219866048,True
a7ff7e_81476805533d6b2f,L0_raw_forward_return,24,-1.0,0.0983863165874792,1.7687530429337301,True
a7ff7e_81476805533d6b2f,L1_cross_sectional_relative_return,24,-1.0,0.09838631658747887,1.76875304293373,True
a7ff7e_81476805533d6b2f,L3_liquidity_tier_relative_return,24,-1.0,0.06202369778223422,1.6720583410904188,True
a7ff7e_81476805533d6b2f,L5_vol_adjusted_return,24,-1.0,0.012496359238265295,2.034745254587818,True
a7ff7e_81476805533d6b2f,L7_ranked_future_return,24,1.0,-0.39834139521989886,-3.711230027245885,False
a7ff7e_af0cebc89db56866,L0_raw_forward_return,1,-1.0,3.7082178483917994,3.7082178483917994,True
a7ff7e_af0cebc89db56866,L1_cross_sectional_relative_return,1,-1.0,3.7082178483918002,3.7082178483918002,True
a7ff7e_af0cebc89db56866,L3_liquidity_tier_relative_return,1,-1.0,3.9129086623160174,3.9129086623160174,True
a7ff7e_af0cebc89db56866,L5_vol_adjusted_return,1,-1.0,6.677055460804123,6.677055460804123,True
a7ff7e_af0cebc89db56866,L7_ranked_future_return,1,-1.0,7.04825933782845,7.04825933782845,True
a7ff7e_af0cebc89db56866,L0_raw_forward_return,4,-1.0,0.38914388515256254,2.3976609684666155,True
a7ff7e_af0cebc89db56866,L1_cross_sectional_relative_return,4,-1.0,0.38914388515256243,2.397660968466615,True
a7ff7e_af0cebc89db56866,L3_liquidity_tier_relative_return,4,-1.0,0.638531469454066,2.262075551182273,True
a7ff7e_af0cebc89db56866,L5_vol_adjusted_return,4,-1.0,0.8526160823945341,2.3034674945928035,True
a7ff7e_af0cebc89db56866,L7_ranked_future_return,4,-1.0,1.8882427897960161,4.094186429604916,True
a7ff7e_af0cebc89db56866,L0_raw_forward_return,8,-1.0,0.5567741631848137,2.2797241573153624,True
a7ff7e_af0cebc89db56866,L1_cross_sectional_relative_return,8,-1.0,0.5567741631848137,2.279724157315362,True
a7ff7e_af0cebc89db56866,L3_liquidity_tier_relative_return,8,-1.0,0.5366319505789752,2.2156314814783205,True
a7ff7e_af0cebc89db56866,L5_vol_adjusted_return,8,-1.0,0.6269007657003582,2.3257390719032007,True
a7ff7e_af0cebc89db56866,L7_ranked_future_return,8,-1.0,0.962100235460413,2.682808219866048,True
a7ff7e_af0cebc89db56866,L0_raw_forward_return,24,-1.0,0.0983863165874792,1.7687530429337301,True
a7ff7e_af0cebc89db56866,L1_cross_sectional_relative_return,24,-1.0,0.09838631658747887,1.76875304293373,True
a7ff7e_af0cebc89db56866,L3_liquidity_tier_relative_return,24,-1.0,0.06202369778223422,1.6720583410904188,True
a7ff7e_af0cebc89db56866,L5_vol_adjusted_return,24,-1.0,0.012496359238265295,2.034745254587818,True
a7ff7e_af0cebc89db56866,L7_ranked_future_return,24,1.0,-0.39834139521989886,-3.711230027245885,False
a7ff7e_b0946aa9e40dd3c9,L0_raw_forward_return,1,-1.0,3.7082178483917994,3.7082178483917994,True
a7ff7e_b0946aa9e40dd3c9,L1_cross_sectional_relative_return,1,-1.0,3.7082178483918002,3.7082178483918002,True
a7ff7e_b0946aa9e40dd3c9,L3_liquidity_tier_relative_return,1,-1.0,3.9129086623160174,3.9129086623160174,True
a7ff7e_b0946aa9e40dd3c9,L5_vol_adjusted_return,1,-1.0,6.677055460804123,6.677055460804123,True
a7ff7e_b0946aa9e40dd3c9,L7_ranked_future_return,1,-1.0,7.04825933782845,7.04825933782845,True
a7ff7e_b0946aa9e40dd3c9,L0_raw_forward_return,4,-1.0,0.38914388515256254,2.3976609684666155,True
a7ff7e_b0946aa9e40dd3c9,L1_cross_sectional_relative_return,4,-1.0,0.38914388515256243,2.397660968466615,True
a7ff7e_b0946aa9e40dd3c9,L3_liquidity_tier_relative_return,4,-1.0,0.638531469454066,2.262075551182273,True
a7ff7e_b0946aa9e40dd3c9,L5_vol_adjusted_return,4,-1.0,0.8526160823945341,2.3034674945928035,True
a7ff7e_b0946aa9e40dd3c9,L7_ranked_future_return,4,-1.0,1.8882427897960161,4.094186429604916,True
a7ff7e_b0946aa9e40dd3c9,L0_raw_forward_return,8,-1.0,0.5567741631848137,2.2797241573153624,True
a7ff7e_b0946aa9e40dd3c9,L1_cross_sectional_relative_return,8,-1.0,0.5567741631848137,2.279724157315362,True
a7ff7e_b0946aa9e40dd3c9,L3_liquidity_tier_relative_return,8,-1.0,0.5366319505789752,2.2156314814783205,True
a7ff7e_b0946aa9e40dd3c9,L5_vol_adjusted_return,8,-1.0,0.6269007657003582,2.3257390719032007,True
a7ff7e_b0946aa9e40dd3c9,L7_ranked_future_return,8,-1.0,0.962100235460413,2.682808219866048,True
a7ff7e_b0946aa9e40dd3c9,L0_raw_forward_return,24,-1.0,0.0983863165874792,1.7687530429337301,True
a7ff7e_b0946aa9e40dd3c9,L1_cross_sectional_relative_return,24,-1.0,0.09838631658747887,1.76875304293373,True
a7ff7e_b0946aa9e40dd3c9,L3_liquidity_tier_relative_return,24,-1.0,0.06202369778223422,1.6720583410904188,True
a7ff7e_b0946aa9e40dd3c9,L5_vol_adjusted_return,24,-1.0,0.012496359238265295,2.034745254587818,True
a7ff7e_b0946aa9e40dd3c9,L7_ranked_future_return,24,1.0,-0.39834139521989886,-3.711230027245885,False
