candidate_id,cell,family,expression,fields,field_families,operators,windows,feature_role,diagnostic_only,static_valid,static_reject_reasons,expression_key,skeleton_key,production_key,label_or_future_field_count,lineage_allowed_fields,base_field_count,overlay_field_count,selected_for_a7al2l_replay_preflight,selector_reason
a7al2k_063b28f2f9d781f7,J0_oi_derived_state,derived_oi_price_state,"Mul(Sign(Delta(open_interest_value_mean,72)),Abs(ZScore(Delta(index_close,24))))",index_close|open_interest_value_mean,open_interest|price,Abs|Delta|Mul|Sign|ZScore,24|72,derived_interaction,False,True,,expr-1e3e59b274852364,skeleton-2d041ee3f5fce6d3,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::24|72,0,2,2,0,True,selected_diversity_capped
a7al2k_1150d95fb30558dd,J1_vol_range_structure,derived_vol_range_state,"Sub(Abs(ZScore(Delta(mark_close,720))),Abs(ZScore(Delta(Sub(trade_high,trade_low),48))))",mark_close|trade_high|trade_low,price|volatility,Abs|Delta|Sub|ZScore,48|720,derived_rolling,False,True,,expr-30eb6530e79d4b3f,skeleton-05f47470b9ac0543,a7al2k_derived_generator::derived_vol_range_state::price|volatility::48|720,0,3,3,0,True,selected_diversity_capped
a7al2k_06188102ca912109,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Add(ZScore(Delta(kline_taker_buy_quote_share,168)),Neg(ZScore(Mean(kline_taker_buy_quote_share,168))))",kline_taker_buy_quote_share,liquidity,Add|Delta|Mean|Neg|ZScore,168,derived_rolling,False,True,,expr-fba495508eaffcf8,skeleton-35edb41b49f7651a,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::168,0,1,1,0,True,selected_diversity_capped
a7al2k_09b5234b389c5fe1,J3_basis_funding_derived,derived_basis_funding_state,"Mul(Rank(Mean(premium_close,504)),Rank(Mean(funding_rate,8)))",funding_rate|premium_close,basis|funding,Mean|Mul|Rank,8|504,derived_interaction,False,True,,expr-671a4ec26dd8de6d,skeleton-1b2b2bd61c4c2406,a7al2k_derived_generator::derived_basis_funding_state::basis|funding::8|504,0,2,2,0,True,selected_diversity_capped
a7al2k_03504657e3ba5b29,J4_upper_regime_interaction,derived_upper_regime_proxy,"Mul(Rank(Mean(premium_close_bps,96)),Rank(Mean(open_interest_value_mean,168)))",open_interest_value_mean|premium_close_bps,basis|open_interest,Mean|Mul|Rank,96|168,upper_regime_proxy,False,True,,expr-89925a147285b8ce,skeleton-1b2b2bd61c4c2406,a7al2k_derived_generator::derived_upper_regime_proxy::basis|open_interest::96|168,0,2,2,0,True,selected_diversity_capped
a7al2k_06b8318f595f8506,J0_oi_derived_state,derived_oi_price_state,"Mul(Sign(Delta(open_interest_last,48)),Abs(ZScore(Delta(index_close,720))))",index_close|open_interest_last,open_interest|price,Abs|Delta|Mul|Sign|ZScore,48|720,derived_interaction,False,True,,expr-95593e3037f58f2c,skeleton-2d041ee3f5fce6d3,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::48|720,0,2,2,1,True,selected_diversity_capped
a7al2k_03d8e5796670fb0c,J1_vol_range_structure,derived_vol_range_state,"Sub(ZScore(Mean(Sub(index_high,trade_low),168)),ZScore(Mean(Sub(index_high,trade_low),168)))",index_high|trade_low,volatility,Mean|Sub|ZScore,168,derived_rolling,False,True,,expr-5738a6e41295f5b5,skeleton-0832df95e6e6cca1,a7al2k_derived_generator::derived_vol_range_state::volatility::168,0,2,2,0,True,selected_diversity_capped
a7al2k_089c06984d76c253,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Add(ZScore(Delta(taker_buy_quote_volume,12)),Neg(ZScore(Mean(taker_buy_quote_volume,48))))",taker_buy_quote_volume,liquidity,Add|Delta|Mean|Neg|ZScore,12|48,derived_rolling,False,True,,expr-a222c437d9fb2162,skeleton-35edb41b49f7651a,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::12|48,0,1,1,0,True,selected_diversity_capped
a7al2k_026b22c78bdd76b5,J3_basis_funding_derived,derived_basis_funding_state,"Rank(Delta(premium_close,24))",premium_close,basis,Delta|Rank,24,derived_interaction,False,True,,expr-a623088830cc8d75,skeleton-377d45dadd905908,a7al2k_derived_generator::derived_basis_funding_state::basis::24,0,1,1,0,True,selected_diversity_capped
a7al2k_0159c55db14e25cc,J4_upper_regime_interaction,derived_upper_regime_proxy,"Add(ZScore(Delta(open_interest_last,168)),Neg(ZScore(Mean(funding_rate,336))))",funding_rate|open_interest_last,funding|open_interest,Add|Delta|Mean|Neg|ZScore,168|336,upper_regime_proxy,False,True,,expr-c20b22dcff0819db,skeleton-35edb41b49f7651a,a7al2k_derived_generator::derived_upper_regime_proxy::funding|open_interest::168|336,0,2,2,1,True,selected_diversity_capped
a7al2k_086e152c31cc3b70,J0_oi_derived_state,derived_oi_price_state,"Mul(Sign(Delta(open_interest_value_mean,96)),Abs(ZScore(Delta(trade_close,8))))",open_interest_value_mean|trade_close,open_interest|price,Abs|Delta|Mul|Sign|ZScore,8|96,derived_interaction,False,True,,expr-686e599b8652b212,skeleton-2d041ee3f5fce6d3,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::8|96,0,2,2,0,True,selected_diversity_capped
a7al2k_03fbcde11749cea6,J1_vol_range_structure,derived_vol_range_state,"Sub(ZScore(Mean(Sub(mark_high,mark_low),168)),ZScore(Mean(Sub(mark_high,mark_low),96)))",mark_high|mark_low,volatility,Mean|Sub|ZScore,96|168,derived_rolling,False,True,,expr-06848071ca7c7bce,skeleton-0832df95e6e6cca1,a7al2k_derived_generator::derived_vol_range_state::volatility::96|168,0,2,2,0,True,selected_diversity_capped
a7al2k_0a4084dd0b626854,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Add(ZScore(Delta(trade_quote_volume,72)),Neg(ZScore(Mean(trade_quote_volume,72))))",trade_quote_volume,liquidity,Add|Delta|Mean|Neg|ZScore,72,derived_rolling,False,True,,expr-00a90c89f96120d1,skeleton-35edb41b49f7651a,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::72,0,1,1,0,True,selected_diversity_capped
a7al2k_04511ab39ae22ff6,J3_basis_funding_derived,derived_basis_funding_state,"Rank(Delta(premium_close_bps,720))",premium_close_bps,basis,Delta|Rank,720,derived_interaction,False,True,,expr-cea2aeaa888e4028,skeleton-377d45dadd905908,a7al2k_derived_generator::derived_basis_funding_state::basis::720,0,1,1,0,True,selected_diversity_capped
a7al2k_04ed2a291c49f7d2,J4_upper_regime_interaction,derived_upper_regime_proxy,"Add(ZScore(Delta(open_interest_last,720)),Neg(ZScore(Mean(funding_rate,336))))",funding_rate|open_interest_last,funding|open_interest,Add|Delta|Mean|Neg|ZScore,336|720,upper_regime_proxy,False,True,,expr-3bf70f9b9bce86cf,skeleton-35edb41b49f7651a,a7al2k_derived_generator::derived_upper_regime_proxy::funding|open_interest::336|720,0,2,2,1,True,selected_diversity_capped
a7al2k_08c7d090dcdf82bc,J0_oi_derived_state,derived_oi_price_state,"Mul(Sign(Delta(open_interest_mean,96)),Abs(ZScore(Delta(trade_close,720))))",open_interest_mean|trade_close,open_interest|price,Abs|Delta|Mul|Sign|ZScore,96|720,derived_interaction,False,True,,expr-12af2579db59f5ed,skeleton-2d041ee3f5fce6d3,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::96|720,0,2,2,0,True,selected_diversity_capped
a7al2k_079876e32e058a42,J1_vol_range_structure,derived_vol_range_state,"Sub(ZScore(Mean(Sub(trade_high,mark_low),168)),ZScore(Mean(Sub(trade_high,mark_low),48)))",mark_low|trade_high,volatility,Mean|Sub|ZScore,48|168,derived_rolling,False,True,,expr-f5ce2cf04824d95a,skeleton-0832df95e6e6cca1,a7al2k_derived_generator::derived_vol_range_state::volatility::48|168,0,2,2,0,True,selected_diversity_capped
a7al2k_0de0ec5226a37b15,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Add(ZScore(Delta(trade_count,48)),Neg(ZScore(Mean(trade_count,504))))",trade_count,liquidity,Add|Delta|Mean|Neg|ZScore,48|504,derived_rolling,False,True,,expr-2a0d79219f67a292,skeleton-35edb41b49f7651a,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::48|504,0,1,1,0,True,selected_diversity_capped
a7al2k_0b608b3e905615d7,J3_basis_funding_derived,derived_basis_funding_state,"Rank(Delta(premium_close_bps,72))",premium_close_bps,basis,Delta|Rank,72,derived_interaction,False,True,,expr-b47946f98332936a,skeleton-377d45dadd905908,a7al2k_derived_generator::derived_basis_funding_state::basis::72,0,1,1,0,True,selected_diversity_capped
a7al2k_01759e5da72c472c,J4_upper_regime_interaction,derived_upper_regime_proxy,"Mul(Abs(ZScore(Mean(premium_close,720))),Rank(Mean(trade_count,720)))",premium_close|trade_count,basis|liquidity,Abs|Mean|Mul|Rank|ZScore,720,upper_regime_proxy,False,True,,expr-50c2306c89c527ee,skeleton-41504a70257ba373,a7al2k_derived_generator::derived_upper_regime_proxy::basis|liquidity::720,0,2,2,0,True,selected_diversity_capped
a7al2k_0d183c93611d3ea2,J0_oi_derived_state,derived_oi_price_state,"Rank(Delta(open_interest_mean,12))",open_interest_mean,open_interest,Delta|Rank,12,derived_interaction,False,True,,expr-f75fe9d784f112e6,skeleton-377d45dadd905908,a7al2k_derived_generator::derived_oi_price_state::open_interest::12,0,1,1,0,True,selected_diversity_capped
a7al2k_0aa42c09ec49389c,J1_vol_range_structure,derived_vol_range_state,"Sub(ZScore(Mean(Sub(trade_high,mark_low),4)),ZScore(Mean(Sub(trade_high,mark_low),504)))",mark_low|trade_high,volatility,Mean|Sub|ZScore,4|504,derived_rolling,False,True,,expr-79b0cfed6c09167d,skeleton-0832df95e6e6cca1,a7al2k_derived_generator::derived_vol_range_state::volatility::4|504,0,2,2,0,True,selected_diversity_capped
a7al2k_0097d25af2875cc8,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Rank(Delta(trade_volume,48))",trade_volume,liquidity,Delta|Rank,48,derived_rolling,False,True,,expr-dca2bcd0362643e1,skeleton-377d45dadd905908,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::48,0,1,1,0,True,selected_diversity_capped
a7al2k_18c59f7cae132548,J3_basis_funding_derived,derived_basis_funding_state,"Rank(Delta(mark_index_basis_bps,4))",mark_index_basis_bps,basis,Delta|Rank,4,derived_interaction,False,True,,expr-b68901bf9ef9fa4a,skeleton-377d45dadd905908,a7al2k_derived_generator::derived_basis_funding_state::basis::4,0,1,1,0,True,selected_diversity_capped
a7al2k_0406084a43f0d6e3,J4_upper_regime_interaction,derived_upper_regime_proxy,"Mul(Abs(ZScore(Mean(premium_close_bps,24))),Rank(Mean(taker_buy_quote_volume,96)))",premium_close_bps|taker_buy_quote_volume,basis|liquidity,Abs|Mean|Mul|Rank|ZScore,24|96,upper_regime_proxy,False,True,,expr-239c8b47203a05af,skeleton-41504a70257ba373,a7al2k_derived_generator::derived_upper_regime_proxy::basis|liquidity::24|96,0,2,2,0,True,selected_diversity_capped
a7al2k_10d26ef9ef6068ab,J0_oi_derived_state,derived_oi_price_state,"Rank(Delta(open_interest_value_last,24))",open_interest_value_last,open_interest,Delta|Rank,24,derived_interaction,False,True,,expr-47f00aa16889b21b,skeleton-377d45dadd905908,a7al2k_derived_generator::derived_oi_price_state::open_interest::24,0,1,1,1,True,selected_diversity_capped
